id,cleaned_description
895,spruce reimagining trusted interactions creating worlds best software packaging beliefs digitally team programmers working develop worldclass open source products libraries implementing open global standards identity wellworn paths theoreticals every spruce technical staffer gets hands dirty writing code learning new technologies solving problems bleeding edge space hire resultsoriented developers love technology committed intellectual honesty user privacy innovation ideal candidate mobile engineering role experience bringing endtoend mobile applications zero one android work credential wallet allows end users control digital identity keeping privacy across product lines use combination core identity libraries cuttingedge cryptography new interoperable identity apply work remotely spruce
888,company summary bugcrowd worlds 1 crowdsourced security company awardwinning platform combines actionable contextual intelligence skill experience worlds elite hackers help leading organizations solve security challenges protect customers make digitally connected world safer place job summary bugcrowd handle application security assessments epic scale application security engineer ase curate manage incoming security vulnerability submissions worlds biggest companies bug bounty programs ase responsible ongoing triage validation services bugcrowd managed programs direction director security operations take incoming submission data curate validity accuracy severity well communicate directly bugcrowds clients researchers additional information required ases also apply work remotely bugcrowd
890,us openhedge venture studio working web3 financial infrastructure partner ambitious protocols space support hands build together openhedge mainly focused market microstructure research design implementation specialty designing new market mechanisms possible distributed open ledgers role working alongside openhedge team various projects develop solidity smart contracts based project mechanisms write tests covering solidity contracts write review code various applications liaise designers decide uiux elements define new standards smart contract integrations expected mentor team members refine technical architectural skills expect team management task assignment organiza apply work remotely openhedge
875,glean mission make knowledge work faster humane believe ai fundamentally transform people work future everyone work tandem expert ai assistants find knowledge create synthesize information execute work assistants free people focus higherlevel creative aspects work building system intelligence every company world surface think google chatgpt enterprise hood platform connective tissue ai knowledge brings companys knowledge together understands deep level provides industryleading search relevance connects generative ai agents applications glean founded seasoned team former google search facebook engineers saw need enterprise space technical depth passion ai apply work remotely glean
873,pay range 100000 116968 annual compensation job posting closing wednesday december 13 2023 signon incentive 5400 workdays hours monday friday 8am 5pm eveningweekend work required hybrid work arrangements may available two days per week remote completing initial sixmonth probationary period benefits position include 11 paid holidays medical dental vision paid time pension plan professional development opportunities much city fort worth one fastest growing large cities us employees serve needs nearly 1000000 residents promoting values exceptional customer experience mutual respect embracing diversity continuous improvement ethical behavior accountability sr civil engineer mobility infrastructure position available city fort worth transportation public works depa apply work remotely city fort worth
872,flywheel flywheels suite digital commerce solutions accelerate growth across major digital marketplaces worlds leading brands give clients access near realtime performance measurement improve sales share profit teams across americas europe apac china offer career real impact endless growth opportunities support need best opportunity looking midsenior data engineer join team best candidates hit ground running contribute data team develop maintain necessary data automation reports etlelt quality controls using leadingedge cloud technologies deep knowledge understanding stages software development life cycle ability selfstart mentor manage less experienced data engineers desire learn new technology manage multiple priorities stro apply work remotely flywheel
871,deliveroo building definitive online food company transforming way world eats making hyperlocal food convenient accessible obsess building future food whilst using network force good forefront industry powered marketleading technology unrivalled network bring incredible convenience selection customers working deliveroo perfect environment build definitive career motivated impact firstly impact working development allowing grow faster might elsewhere secondly impact deliveroo leaving mark scale finally part something bigger impact make together marketplace communities team deliveroo striving build industrys best engineering organisation teams solving unique difficult p apply work remotely deliveroo
874,hightouch hightouchs mission empower everyone take action data reverse etl platform business data users seamlessly sync data resides warehouses databases needed including operational systems saas tools traditionally acting data required engineering time bandwidth left business users stuck charts reports unable take automated action data hightouch every business user without writing code activate data streamline critical processes improve marketing performance scale operations team operates focus making meaningful impact customers believe approaching challenges first principles thinking mindset moving quickly embracing value efficient execution treating compassion kindness look team members strong com apply work remotely hightouch
869,offchain labs developed suite scaling solutions ethereum includes arbitrum optimistic rollup instantly scales apps reducing costs increasing capacity without sacrificing ethereums security porting contracts arbitrum requires code changes downloads since compatible existing ethereum developer languages tooling arbitrum today leading ethereum scaling solution dominant market share including hundreds apps platform 50 rollup liquidity team extremely passionate works tirelessly bridge gap blockchain blockchain strive maintain atmosphere fosters innovation new ideas collaboration research deep discussions raising initial round 38m seed funding january 2019 20m series well 100m series b 2021 ready hire additional team members interest worki apply work remotely offchain labs
870,cardata goal provide costeffective accurate ways reimburse drivers using personal vehicles work partner closely customers provide bestinclass support service technology drive matters employees recently secured investment 100m fuel vision building complete vehicle management platform read seeking dedicated mobile developer react native specific join new cardata mobile team collaborate part team developers work creating maintaining cardata mobile applications main react native developer need familiar react native ecosystem mobile app development including familiarity popular app frameworks software development best practices responsible maintaining existing codebases including bug fixing following coding guide apply work remotely cardata
864,imagine opengov mission driven fastgrowth series venture backed startup includes andreessen horowitz formation 8 cox emerson collective board directors includes iconic silicon valley executives john chambers former cisco chairman ceo marc andreessen time magazines list 100 influential people world opengov leader modern cloud software local governments state agencies surpassed 1800 governments growing fast using products mission power effective accountable government opengov 2023 top workplaces usa award winner forbes 2022 americas best startup employer job summary opengov leader modern cloud software cities counties state agencies school districts special districts mission power effective accountable government opengov serves thousands public sector leaders apply work remotely opengov
868,company overview fanatics building leading global digital sports platform company ignites passions global sports fans maximizes presence reach hundreds sports partners globally offering innovative products services across fanatics commerce fanatics collectibles fanatics betting gaming allowing sports fans buy collect bet fanatics platform sports fans buy licensed fan gear jerseys lifestyle streetwear products headwear hardgoods collect physical digital trading cards sports memorabilia digital assets bet company builds sportsbook igaming platform fanatics established database 100 million global sports fans global partner network 900 sports properties including major national international professional sports leagues teams players associations athletes celebrities colleges apply work remotely fanatics
866,backend engineer openphone spend time building moderate components team environment role engineering team comprises five engineering squads frontend backend engineers product manager designer qa engineering teams work twoweek cycles communicate mainly via slack committed remote agile development ready youll create send pull request tests tag team review invested heavily local docker development cloudbased continuous integration delivery get set fast development branch easily tested environments closely match production youll work autonomously part trust get work done whenwhere productive youll work engineers maintain improve standards best practices technical stac apply work remotely openphone
865,binance leading global blockchain ecosystem cryptocurrency infrastructure provider whose suite financial products includes worlds largest digitalasset exchange mission accelerate cryptocurrency adoption increase freedom money youre looking fastpaced missiondriven organization opportunities learn excel endless binance place software development engineer sde binance security youll help build manage high performance security platforms implement automation address security threats purpose build preventive measures threat discovery mitigation solutions scale cutting edge many security issues wide variety platforms technologies including cloud services identity access management mobile devices virtualisation operating massive scale youll work data scientists security engineers apply work remotely binance
867,btw heres quick video explains position talented web developer loves wordpress get excited building new features used millions pet lovers every month could well opportunity youwere pangoliaon apply work remotely pangolia
863,layerzero future omnichain founded 2021 layerzeros vision create community crosschain developers building dapps longer constrained individual blockchain capabilities layerzeros simple generic messaging protocol builders develop crosschain dapps designed unify power individual blockchains funded best investors world including a16z sequoia paypal binance ventures coinbase ventures uniswap labs circle ventures delphi digital many 3 years experience building scalable web applications deep understanding react experience building user friendly uis handson experience git ability cooperate distributed team remote environment enjoy working across engineering design build user friendly applications love owning projects end end humble hardworking honest interest bloc apply work remotely layerzero labs
860,position responsible enhancing maintaining existing software products well developing new products ideal candidate strong desire excellence confidence expertise creative problem solver youll design develop document test debug new existing software systems andor applications market sale largescale proprietary software internal use work product managers outline features product roadmaps work different teams products understand requirements design solutions identify evaluate new technologies implementation consult end user prototype refine test debug programs meet needs work within rd improve processes best practices innovate process solutions create align best practices enforcement standards apply work remotely fortra
861,quem stone tech stone nasceu com propsito de ser protagonista na transformao da indstria de pagamentos lutando para oferecer melhores solues para quem empreende brasil pensando nisso construmos stone tech juno dos times de tecnologia stone co e empresas financeiras grupo que reconhecem potencial empreendedor de cada brasileiro por aqui temos todas inovaes e tecnologias de ponta da stone pagarme ton e vitta com uma galera referncia mercado de tecnologia em um ambiente descontrado repleto de desafios oportunidades flexibilidade teamplay e desenvolvimento contnuo nossa cultura por aqui vivemos nossa cultura dia dia guiados por esses 5 pilares ter esprito de dono te faz conquistar liberdade valorizamos autonomia e proatividade somos responsveis pelo que entregamos e queremos sempre evoluir nosso negcio live ridenb apply work remotely stone linkedin
858,position responsible enhancing maintaining existing software products well developing new products ideal candidate strong desire excellence confidence expertise creative problem solver youll design develop document test debug new existing software systems andor applications market sale largescale proprietary software internal use work product managers outline features product roadmaps work different teams products understand requirements design solutions identify evaluate new technologies implementation consult end user prototype refine test debug programs meet needs work within rd improve processes best practices innovate process solutions create align best practices monitor sometimes enforcement apply work remotely fortra
857,celestiacelestia first modular blockchain network decoupling consensus execution celestia enables anyone easily deploy blockchain without overhead bootstrapping new consensus network blockchains celestia free constraints making scalable sovereign secure teamcelestia labs remote first highly distributed english primary language communication looking selfstarters excited working fast paced startup environment require employees live specific timezones much team lives works european us timezones employees expected available needed team company events scheduled generally scheduled 12pm5pm utc youcelestia labs looking software engineer join rollkit team working framework sovereign rollups adding supp apply work remotely celestia labs
859,building omni platform allowing developers deploy applications across rollups without fragmenting liquidity looking early team members help us bring ambitious vision life team already built platform processed 70m leading 18m fundraise top investors including pantera two sigma ventures coinbase ventures alongside angel investors including stani kulechov founder aave sandeep nailwal cofounder polygon addition recent testnet onboarded 300000 users less two months growing rapidly need ambitious experienced team members join us help scale ethereums future role engineers join team role responsible designing implementing foundational components omni stack involves working heavily golang tendermint eigenlayer interoperability components offchain servi apply work remotely omni network
856,building omni platform allowing developers deploy applications across rollups without fragmenting liquidity looking early team members help us bring ambitious vision life team already built platform processed 70m leading 18m fundraise top investors including pantera two sigma ventures coinbase ventures alongside angel investors including stani kulechov founder aave sandeep nailwal cofounder polygon addition recent testnet onboarded 300000 users less two months growing rapidly need ambitious experienced team members join us help scale ethereums future role engineers join team role responsible designing implementing foundational components omni stack involves working heavily golang tendermint eigenlayer interoperability components offchain servi apply work remotely omni network
862,ml engineer bridge gap data scientists data engineers heshe implementation ml models developed data scientists ensuring seamless efficient transition model prototyping production deployment collaborate closely well mlops engineer responsible managing infrastructure continuous integration deployment scalability security overall operational aspects machine learning systems project scheduled run course six months start end date determined additionally potential later incorporation fulltime equivalent fte includes development testing implementation phases deliverable regular status updates checkpoints scheduled ensure alignment project milestones candidate must available start immediately responsibilities large language models implementations apply work remotely daniel j edelman holdings
855,company overview casetext part thomson reuters fastgrowing legal technology company tackling 6 billion us legal research market advancing cause justice empowering attorneys provide highquality efficient affordable representation clients award winning research platform helps millions users access understand law every month aipowered search tools cutting edge search technology role casetext seeking devops engineer help satisfy demand cocounsel state art ai legal assistant devops engineer youll help expand cocounsel new markets streamlining deployment process youll simplify infrastructure consolidate cloud providers identifying best offerings along way youll identify unaligned practices across internal operations teams help establish common strategies ideal candidate pragmatic curious rol apply work remotely casetext part thomson reuters
834,fluence fluence energy inc nasdaq flnc global market leader energy storage products services optimization software renewables storage presence 47 markets globally fluence provides ecosystem offerings drive clean energy transition including modular scalable energy storage products comprehensive service offerings fluence iq platform delivers aienabled saas products managing optimizing renewables storage provider fluence transforming way power world helping customers create resilient sustainable electric grids information visit website follow us linkedin twitter stay date latest industry insights sign fluences full potential blog culture values guided passion transform way power world achieving goals requires creativity diversi apply work remotely fluence
830,role goal analytics architecture allow teams across afresh read write meaningful consistent reliable metrics derived disparate data sources use metrics track internal performance power new reporting products drive decisionmaking experimentation alert significant changes performance next 6 months releasing new products build top analytics architecture namely customer facing product reporting insights help customers drive food waste venture building customer facing products leverage analytics insight looking strengthen analytics platform foundation data science team sits larger prediction optimization planning pop team afresh regularly interact data engineers applied scientists data scientists full stack engineers product managers course apply work remotely afresh
825,edge node stands revolutionary vanguard web3 vision world powered individual autonomy shared selfsovereignty limitless collaboration established trailblazers behind graph mission make graph internets unbreakable foundation open data edge node invented standardized subgraphs across industry solidifying graph definitive way organize access blockchain data utilizing deep expertise developing opensource software tooling protocols empower builders entrepreneurs bring unstoppable applications life revolutionary digital infrastructure edge node acts set unwavering principles guide journey shaping future champion decentralized internetfree concentrated powerwhere collective consensus aligns accepted truth rather authoritative dictation commitment censorship resistance reinforces ou apply work remotely edge node
826,coin metrics leading provider cryptoasset data institutions deliver transparent actionable data analytics various industry stakeholders including asset managers custodians trading venues research desks dataapplication providers coin metrics data empowers clients public better understand use value open crypto networks join fastpaced startup pioneering novel metrics data products intelligence solutions offer insights economics markets usage health aspects public cryptocurrency blockchains like bitcoin ethereum crypto networks surrounded talented people passionate decentralized economies data behind break new ground create exciting new datadriven research products help shape future finance purpose recruiting highly skilled motivated sr infrastructure security engineer join team apply work remotely coin metrics
822,passionate precision medicine advancing healthcare industry recent advancements underlying technology finally made possible ai impact clinical care meaningful way tempus proprietary platform connects entire ecosystem realworld evidence deliver realtime actionable insights physicians providing critical information right treatments right patients right time responsibilities support development new improved vitro diagnostics products laboratory developed tests core team design quality engineering lead providing collaborative solutionoriented technical guidance support team assist determination appropriate deliverables generating project timelines supports sustainability life cycle management existing products ensures compliance quality system regulatory requirements related product process provide quality l apply work remotely tempus
824,devops principal engineer us paytm indias leading digital payments financial services company focused driving consumers merchants platform offering variety payment use cases paytm provides consumers services like utility payments money transfers empowering pay via paytm payment instruments ppi like paytm wallet paytm upi paytm payments bank netbanking paytm fastag paytm postpaid buy pay later merchants paytm offers acquiring devices like sound box edc qr payment gateway payment aggregation done ppi also banks financial instruments enhance merchants business paytm offers merchants commerce services advertising paytm mini app store operating platform leverage company offers credit services merchant loans personal loans bnpl sourced financial partners apply work remotely paytm
819,last time opportunity work company forging industry enabling people get idea making impact fast smartsheets purpose empower everyone improve work business built finding great people getting way build awardwinning software service saas offering 10 million users platform gets used across different industries ranging construction retail software development presents us unique technical challenges 2005 smartsheet founded idea teams millions people worldwide deserve better way deliver best work today deliver leading cloudbased platform work execution empowering organizations plan capture track automate report work scale resulting efficient processes better business outcomes team focuses distributed decision making tha apply work remotely smartsheet
817,team youll work role developer experience team within platform infrastructure pillar levers productivity engineers building platform manages upwards 1 trillion dollars equity collaborative passionate group professionals includes technical product managers program managers engineers united mission reducing toil creating leverage engineers across company place high premium experimentation validated learning focus value missiondriven team focused single technology solution main areas expertise operate problems means learning using multiple technologies getting best one problems youll solve help make development experience amazing engineers move faster efficiently apply work remotely carta
816,fluence fluence energy inc nasdaq flnc global market leader energy storage products services optimization software renewables storage presence 47 markets globally fluence provides ecosystem offerings drive clean energy transition including modular scalable energy storage products comprehensive service offerings fluence iq platform delivers aienabled saas products managing optimizing renewables storage provider fluence transforming way power world helping customers create resilient sustainable electric grids information visit website follow us linkedin twitter stay date latest industry insights sign fluences full potential blog culture values guided passion transform way power world achieving goals requires creativity diversi apply work remotely fluence
814,company shardeum building layer 1 evmbased linearly scalable smart contract platform provides low gas fees forever maintaining true decentralization solid security dynamic state sharding shardeum aims chain capable onboarding billion people crypto revolution also democratizing accessibility decentralization shardeums mission supported prominent venture capitalists blockchain space track become one widely used well known smart contract platforms blockchain history encourage browse website litepaper discord youtube channel learn project even try downloading validator software joining testnet encourage people backgrounds experience levels apply talent potential matters us shardeum committed creating inclusive culture th apply work remotely shardeum
812,rapiddeploy industrys truly open integrated emergency response platform transforming 911 communications centers size datacentric organizations rapiddeploy achieves new levels situational awareness reduces 911 response time seamlessly integrating thirdparty data ensuring available telecommunicators first responders need companys webbased cloud platform includes analytics mapping dispatch first responder applications 325 years collective experience public safety first responders rapiddeploy understands agencies telecommunicators first responders face every day know firsthand experience data benefits 911 senior android engineer rapid deploy handson opportunity work tandem experienced engineers deliver high quality robust solutions agile environment apply work remotely rapiddeploy
809,iov labsiov labs mission provide next generation fintech innovators decentralized tools technology build new global economy iov labs develops supports operation growth rootstock aka rsk blockchain turingcomplete bitcoin sidechain worlds secure smart contract platform people around world use dapps built top rootstock range essential financial services iov labs also developed rootstock infrastructure framework rif provide partners tooling technology need build decentralized apps new decentralized financial services rootstock blockchainabout rolewe seek security engineer join growing global presence fintech company looking openminded passionate analytical hardworking person interest cryptocurrencies blockchain ecosystem part iovlabs security team help apply work remotely iov labs
807,work best orderly network permissionless decentralized exchange protocol modular ecosystem built top near uses onchain orderbook provide platform complete risk engine matching engine shared asset pools dapps build top dapps built orderly network allow financial instruments spot trading margin trading perpetual swaps lending borrowing whilst fully independent team operates orderly network incubated near woo network industry heavyweights respective fields thanks guidance expertise orderly network offer marketleading execution low latency minimal fees combination orderbook efficiency alongside onchain settlement become goto network ecosystem partners come build upon glimpse future orderly network working test deploy operate auto apply work remotely orderly
805,us aurora working blockchain industry helps developers users capture full benefits ethereum network creating opportunity scale ecosystem aurora labs looking talented productive blockchain engineer join bridge team bridge team responsible developing rainbow bridge related services infrastructure connect ethereum near ecosystems together role contribute building rainbow bridge protocol relayer services bridge connectors responsible bridging various algorithmically complex systems together require learning understanding internals tasks also involve supporting interaction rainbow bridge aurora engine evmthis fulltime position done remotely anywhere world aurora labs builds aurora ecosystem mainly consists two components rainbow apply work remotely aurora
810,hi thanks stopping actively looking new opportunity checking market well might right place lightspeed growing fast pace looking passionate senior developer join data engineering practice within actionable insights team primary function position establish maintain actionable insights corporate partners inspired generating value leveraging data within organization leading technical member team responsible designing simplified solutions change customers business going work closely b2b actionable insights product team rapidly iterate features participate code reviews peer support architecture stay date latest technologies ensure always using best practice apply work remotely lightspeed commerce
806,graphnode engineering team focused building maintaining core software components make graph work especially focused graphnode open source rust project provides core indexing capabilities graph looking experienced highly motivated software engineer help us develop implement optimizations graphs hosted service graphnode codebase role requires deep understanding rust familiarity developing open source software ideally prior infrastructure database experience subgraphs published graph ecosystem every query hosted service indexes rely graphnode software care maintenance codebase critical youll working closely operations development engineers understand improvements codebase needed participating design meetings wi apply work remotely edge node
808,join us work future work next adventure awaits working one product teams design implement realworld staffing solutions serviceoriented architecture platform current common stack jvm kotlin ruby rails nodejs typescript javascript postgresql rdbs kafka message bus provider redis sidekiq async processing services containerised docker deployed aws requirements 5years ruby rails experience largescale distributed systems 1m users production using microservices serviceoriented architecture experience developing customer facing application internal toolssystems company employees usages experience endtoend responsibility executing features solution design development qa code review production deployment monitoring knowledge agile methodologies inc scrum kanban apply work remotely jobtalent
801,trm mission build safer financial system billions people around world nextgeneration platform combines threat intelligence machine learning enables financial institutions governments detect cryptocurrency fraud financial crime unprecedented scale data platform team collaborates experienced group data scientists engineers product managers build highly available scalable data infrastructure trms products services senior software engineer data platform team responsible executing missioncritical systems data services analyze blockchain transaction activity petabyte scale ultimately work build safer financial system billions people impact youll build highly reliable data services integrate dozens blockchains develop complex etl pipelines transform process petabytes str apply work remotely trm labs
802,empower overview empower highgrowth financial technology company mission expand access fair credit give anyone world opportunity improve financial security mobility dream launch oneofakind features help members get money instantly whenever need save future rewrite financial story members see empower cash advance lifesaver empower automatic savings gamechanger new empower thrive line credit currently beta launching soon lifeline lowcost borrowing practical path building good credit empower backed sequoia capital blisce icon ventures next great place grow impact accelerate career think inc ranked empower 56 2023 inc 5000 list fastestgrowing private companies us 55 2022 forbes put empower 2023 list americas best startup em apply work remotely empower
804,veeva systems missiondriven organization pioneer industry cloud helping life sciences companies bring therapies patients faster one fastestgrowing saas companies history surpassed 2b revenue last fiscal year extensive growth potential ahead heart veeva values right thing customer success employee success speed public company made history 2021 becoming public benefit corporation pbc legally bound balancing interests customers employees society investors work anywhere company support flexibility work home office thrive ideal environment join us transforming life sciences industry committed making positive impact customers employees communities role seeking exceptional principal software engineer lead development migra apply work remotely veeva systems
803,youll work hybrid business hours 900am500pm est engineer productionquality code deploy solutions platform specific client enhance testing platforms improve test automation foster software craftsmanship develop technical architecture suggest appropriate cloud services frameworks accomplish product goals surprise delight customers partner software engineers monitor evaluate performance solutions youll need professional experience working languages java spring boot spring security javascript react 5 years professional experience java 5 years experience spring boot 2 years professional experience web frameworks emphasis reactjs strong understanding restful apis best practices proficiency oracle sql proficiency nosql data stores mongodb cassandra apply work remotely tribalscale
798,rolla defi decentralized finance options trading platform built polygon rolla youll able trade crypto options free instantly permissionless easy use web mobile app blurring line defi regular finance starting permissionless option trading team tenacious fun optimistic group spread across world working towards decentralized financial future youll joining highly technical team values shipping beautiful usable products give people real control financial future also backed top investors market makers cryptocurrency space believe vision rolla youll access industry leaders developers exchanges traders collaborate engage pioneer next frontier defi responsibilities optimize fast simple enjoyable experience across rolla web mobile platforms work togethe apply work remotely quant finance
799,role overview youll responsible general infrastructure underlies gathers services game servers api servers encompasses infrastructureascode tools configuration automation scripts build deploy run many services cloud environments partnership engineering leadership youll implement security bestpractices guide longterm technology decisions build future gathers infrastructure gathers tech stack gather simultaneously modern web app multiplayer video game live video conferencing platform means infrastructure involves several main components built inhouse http service serve site api game service handle realtime game state updates video service power live video chat gathers application currently written typescript frontendbackend prior typescript knowledge requirement infr apply work remotely gather
811,looking experienced staff software engineer reliabilityinfrastructure join growing reliability engineering team responsible design implementation secure cloud infrastructure powering paxos work transform financial industry also drive engineering productivity standardized patterns across product lines work build selfservice tooling make getting things done easy engineers joining team able work modern platforms focus enabling partner teams build without thinking infrastructure use aws infrastructure code weve adopted cloud native technologies like kubernetes istio argocd help us scale work closely product engineering deploy support novel solutions hard problems security high availability low latency critical paxos paxos mission enable movement asset apply work remotely paxos
797,supabase open source fully remote company building developer tools databases seeking experienced cloud platform site reliability engineer manage hosted cloud offering currently serves 100k postgres instances growing rate 10 month help build supabase cloud offering improve system architecture reduce costs balancing security performance work designing tracking metrics platform uptime increase observability system capturing relevant metrics logs implement maintain intrusion detection automated remediation patch management systems design cicd systems speed deploys proper change release management processes work soc2 gdpr compliance initiatives handle issues alerts incidents arise american business hours support teams infrastr apply work remotely supabase
800,description integration engineer superfluid play crucial role understanding partners challenges leverage superfluid protocol solve help partner organizations ecosystem succeed designing developing scaling products using superfluid protocol peripheral tools services deep understanding web3 technologies ability communicate complex concepts clear concise manner essential success role projects range size complexity spanning existing well greenfield implementations given opportunity work internal projects critical adoption superfluid protocol right hand builders ensure documentation remains date provide support driving force behind growth success vibrant community person part engin apply work remotely superfluid
796,vision build datadriven ecosystem drives resources impact upmetrics empowers organizations knowledge tools accelerate impact mission platform team missiondriven company empowers organizations collect analyze learn data gain insights drive impact inspire change upmetrics combines cuttingedge impact analytics reporting platform toptier professional services help partners define narrative create positive change location remote usbased department engineering reports frontend lead upmetrics upmetrics believe data power drive lasting impactful social change purposebuilt impact measurement management platform empowers missiondriven organizations collect analyze data order measure improve report impactand tell inspiring story rooted impressive numbe apply work remotely upmetrics
795,experienced fullstack developer excited work developer tools help biggest companies around world scale production graphql care deeply enduser experience want contribute building tools developer voice guiding direction read observability game could join team pulsar focus features enable users understand graph used ensure safety provide insight graphs lifecycle help users deliver graph wider audiences youll working across stack bringing designs life modeling evolution systems core data models maybe youre interested building tools make using graphql easier saves engineers time make collaboration easier make things clearer could join team nebula focus schema checks schema change proposals explorer apply work remotely apollo
756,overview coinledger leading tax reporting platform cryptocurrency investors today users leverage platform connect exchanges wallets crypto accounts automatically pull transaction history generate necessary tax reports click button coinledger 400000 users world processed fifty billion dollars cryptocurrency transactions partnered largest cryptocurrency exchanges tax software companies industryincluding intuit turbotaxin effort bring seamless crypto tax reporting mainstream team ambitious young agile team vision building essential piece infrastructure future digital assets work hard lot fun company headquartered kansas city mo however true ethos crypto culture operate apply work remotely coinledger
757,pagoda pagoda shepherding future near becomes blockchain operating system believe reinventing software made distributed greatest opportunity open economic access fully integrated global economy products empower people find opportunity invent new experiences collaborate lets build open web world world people control assets data power governance role protocol engineering team pagoda responsible infrastructure layer 1 blockchain near protocol focus building scalable performant reliable infrastructure actualize visions near protocol including blockchain operating system bos growing engineering team develops blockchain protocol specification implementation working complex concurrent systems complicated state machines novel algorithms powering apply work remotely near
735,team infrastructure security team plays vital role identifying mitigating risks within mural infrastructure well partnering engineering teams recommend updates features enhance security customers mission jr security engineer work within security team help maintain support organizations security posture primary responsibility assist implementing maintaining monitoring troubleshooting security tools technologies protecting organizations assets internal external threats youll top candidate bring experience working small medium high growth global tech companies monitor security alerts events incidents provide initial analysis response respond security incidents provide analysis remediation recommendations assist maintaining security systems tools siem v apply work remotely mural
713,embracing new era patient care fullscript trailblazing health technology company changing way health prescribed know conventional model patient care ripe innovation fullscript work guided mission creating meaningful change future healthcare systems integrative medicine one day simply called medicine fullscripts care delivery platform combines customized treatment planning wellness protocols data insights ongoing wellness support ability prescribe manage use healthcares best supplements one place else fullscript trusted practitioners due unrelenting focus quality patient experience cant found anywhere else 5 million patients served 70000 practitioners supported across north america getting started come build healthier future us apply work remotely fullscript
712,mechanical orchard fastgrowing startup takes fresh view old problems replace legacy computing systems global 2000 focus mitigating risk creating genuinely solid foundation innovating adapting background software development impact industry well known weve literally helped write book xp impactful agile practices applying thoughtfulness rigor weaving ai everything believe durable principles behind agile embrace power crossfunctional teams collective ownership test driven development short feedback loops continuous improvement generous ethical effective kind software engineer mechanical orchard expected work part small cross functional xp teams building production applications customers mechanical orchard using elixir modern apply work remotely mechanical orchard
699,huddle01 building decentralized network facilitate open borderless secure audiovideo communication users current suite developerfriendly sdks enable crosschain audiovideo communication dapps help deliver live interactive experiences usersabout role huddle01 seeking talented experienced unity software engineer join team unity software engineer responsible implementing maintaining huddle01s unity sdk key responsibilities drive design implementation huddle01s unity sdks articulate complex architecture problems drive engineering excellence collaborate crossfunctional team help maintain firstclass developer onboarding experience including writing documentation sample apps speak fellow developers community identify prfioritize features help achieve goals goldstandard audiovideo conferencin apply work remotely huddle01
698,polygon labs polygon labs develops ethereum scaling solutions polygon protocols polygon labs engages ecosystem developers help make available scalable affordable secure sustainable blockchain infrastructure web3 polygon labs initially developed growing suite protocols developers gain easy access major scaling solutions including layer 2s zeroknowledge rollups optimistic rollups sidechains hybrid chains appspecific chains enterprise chains data availability protocols scaling solutions polygon labs initially developed seen widespread adoption tens thousands decentralized apps unique addresses exceeding 225 million 12 million smart contracts created 256 billion total transactions processed since inception existing polygon network home biggest web3 projects aave uniswap opensea wellknown enterprises including robinhood stripe ado apply work remotely polygon technology
